stream,source,model,precision,device,track,seconds,source_fps,processed_fps,skipped_pct,infer_ms_mean,infer_ms_p95,infer_ms_p99,e2e_ms_p95,e2e_ms_p99,frame_budget_ms,verdict,cpu_load_mean,cpu_temp_max,streams_total
0 | yolo12x int8 @ GPU,0,yolo12x,int8,GPU,False,30.0,30.0,14.1,52.9,71.0,72.2,73.0,101.5,105.0,33.3,TOO SLOW,5.9,65.0,1
